u,i,t,pct_rank
1699,10884,1712068122.0,0.6666666666666666
1700,10716,1679575710.0,0.3333333333333333
1700,10716,1679575716.0,0.6666666666666666
1701,686,1679936585.0,0.02564102564102564
1701,3292,1684849255.0,0.05128205128205128
1701,803,1684849258.0,0.07692307692307693
1701,7799,1684849267.0,0.10256410256410256
1701,6954,1684849270.0,0.1282051282051282
1701,141,1684849274.0,0.15384615384615385
1701,3248,1684849277.0,0.1794871794871795
1701,9491,1684930526.0,0.20512820512820512
1701,8775,1687355461.0,0.23076923076923078
1701,3556,1687355471.0,0.2564102564102564
1701,3557,1687355522.0,0.28205128205128205
1701,7310,1687955020.0,0.3076923076923077
1701,133,1688994037.0,0.3333333333333333
1701,2139,1688994041.0,0.358974358974359
1701,3373,1688994045.0,0.38461538461538464
1701,4210,1692794474.0,0.41025641025641024
1701,1443,1695212829.0,0.4358974358974359
1701,2457,1696428240.0,0.46153846153846156
1701,8863,1696428288.0,0.48717948717948717
1701,2748,1701192176.0,0.5128205128205128
1701,8621,1706099545.0,0.5384615384615384
1701,5549,1707308898.0,0.5641025641025641
1701,466,1707746652.0,0.5897435897435898
1701,5577,1707746748.0,0.6153846153846154
1701,4228,1707746751.0,0.6410256410256411
1701,1902,1708086091.0,0.6666666666666666
1701,143,1709656673.0,0.6923076923076923
1701,487,1709656679.0,0.717948717948718
1701,4216,1709905142.0,0.7435897435897436
1701,5422,1709905168.0,0.7692307692307693
1701,879,1713805951.0,0.7948717948717948
1702,4645,1673456781.0,0.09090909090909091
1702,4000,1674836653.0,0.18181818181818182
1702,11082,1675783264.0,0.2727272727272727
1702,11082,1678269595.0,0.36363636363636365
1702,1832,1679740135.0,0.45454545454545453
1702,4645,1680018661.0,0.5454545454545454
1702,8434,1687533026.0,0.6363636363636364
1702,11082,1688059382.0,0.7272727272727273
1703,9130,1686133314.0,0.07142857142857142
1703,11083,1686133339.0,0.14285714285714285
1703,9520,1686133344.0,0.21428571428571427
1703,7798,1686133353.0,0.2857142857142857
1703,2348,1686133358.0,0.35714285714285715
1703,2348,1693925471.0,0.42857142857142855
1703,9520,1693925474.0,0.5
1703,9130,1693925481.0,0.5714285714285714
1703,3363,1694260352.0,0.6428571428571429
1703,8069,1694260363.0,0.7142857142857143
1703,8191,1698496972.0,0.7857142857142857
1704,3421,1679926912.0,0.1
1704,11085,1682089395.0,0.2
1704,6240,1689781218.0,0.3
1704,1036,1694705792.0,0.4
1704,747,1703168916.0,0.5
1704,1707,1704291993.0,0.6
1704,7474,1711381334.0,0.7
1705,4867,1696935140.0,0.2
1705,5836,1699377829.0,0.4
1705,3348,1705485681.0,0.6
1706,7017,1673616163.0,0.02702702702702703
1706,11086,1674223772.0,0.05405405405405406
1706,7456,1676563334.0,0.08108108108108109
1706,11087,1677768087.0,0.10810810810810811
1706,8933,1678444012.0,0.13513513513513514
1706,1407,1680516423.0,0.16216216216216217
1706,3257,1682083482.0,0.1891891891891892
1706,9293,1682696925.0,0.21621621621621623
1706,450,1688656578.0,0.24324324324324326
1706,2684,1688656582.0,0.2702702702702703
1706,1411,1689338334.0,0.2972972972972973
1706,7492,1689338337.0,0.32432432432432434
1706,7492,1691160535.0,0.35135135135135137
1706,811,1691160538.0,0.3783783783783784
1706,4777,1694097537.0,0.40540540540540543
1706,3739,1695317374.0,0.43243243243243246
1706,7206,1695388824.0,0.4594594594594595
1706,7207,1697031454.0,0.4864864864864865
1706,338,1703681958.0,0.5135135135135135
1706,5730,1703681966.0,0.5405405405405406
1706,9157,1703681968.0,0.5675675675675675
1706,9655,1706204836.0,0.5945945945945946
1706,4805,1706204841.0,0.6216216216216216
1706,2355,1709312479.0,0.6486486486486487
1706,5049,1710425915.0,0.6756756756756757
1706,780,1712400395.0,0.7027027027027027
1706,8779,1712400401.0,0.7297297297297297
1706,11088,1714671795.0,0.7567567567567568
1706,8818,1714671825.0,0.7837837837837838
1707,4596,1684235013.0,0.25
1707,4407,1686313052.0,0.5
1707,11091,1714582765.0,0.75
1708,9,1678897500.0,0.07142857142857142
1708,11092,1678897507.0,0.14285714285714285
1708,11092,1678897511.0,0.21428571428571427
1708,11092,1678897515.0,0.2857142857142857
1708,11092,1678897520.0,0.35714285714285715
1708,11092,1678897523.0,0.42857142857142855
1708,11092,1678897527.0,0.5
1708,11092,1678897535.0,0.5714285714285714
1708,10375,1678897543.0,0.6428571428571429
1708,612,1680107379.0,0.7142857142857143
1708,611,1680522451.0,0.7857142857142857
1709,1779,1708172393.0,0.09090909090909091
1709,9191,1708423910.0,0.18181818181818182
1709,2375,1708423913.0,0.2727272727272727
1709,2371,1708423947.0,0.36363636363636365
1709,1321,1708423962.0,0.45454545454545453
1709,9080,1708423973.0,0.5454545454545454
1709,6363,1708423983.0,0.6363636363636364
1709,9192,1709125593.0,0.7272727272727273
1710,4773,1695473609.0,0.3333333333333333
1710,3543,1695473626.0,0.6666666666666666
1711,2457,1678982310.0,0.08333333333333333
1711,7118,1679489981.0,0.16666666666666666
1711,7118,1679489984.0,0.25
1711,7118,1679489986.0,0.3333333333333333
1711,6872,1681834358.0,0.4166666666666667
1711,2362,1687950999.0,0.5
1711,3955,1693814823.0,0.5833333333333334
1711,9305,1693814826.0,0.6666666666666666
1711,5740,1699346110.0,0.75
1712,8490,1675343346.0,0.25
1712,926,1702548309.0,0.5
1712,6296,1702548314.0,0.75
1713,11093,1674755532.0,0.1
1713,10149,1674755606.0,0.2
1713,11093,1677858396.0,0.3
1713,10149,1677858408.0,0.4
1713,10149,1682697182.0,0.5
1713,11094,1712765428.0,0.6
1713,3350,1712765429.0,0.7
1714,10031,1678646119.0,0.3333333333333333
1714,10746,1678646776.0,0.6666666666666666
1715,11099,1673454873.0,0.022222222222222223
1715,3107,1673454935.0,0.044444444444444446
1715,11100,1673948990.0,0.06666666666666667
1715,11101,1674490386.0,0.08888888888888889
1715,11100,1675347356.0,0.1111111111111111
1715,1151,1675347371.0,0.13333333333333333
1715,11101,1675347374.0,0.15555555555555556
1715,11102,1675347380.0,0.17777777777777778
1715,3106,1675347421.0,0.2
1715,11103,1675347455.0,0.2222222222222222
1715,11104,1675347473.0,0.24444444444444444
1715,8156,1675347512.0,0.26666666666666666
1715,11099,1675347515.0,0.28888888888888886
1715,11099,1675347535.0,0.3111111111111111
1715,11105,1675703870.0,0.3333333333333333
1715,11106,1676454841.0,0.35555555555555557
1715,3003,1677250075.0,0.37777777777777777
1715,1154,1677250081.0,0.4
1715,1152,1678274852.0,0.4222222222222222
1715,10858,1678369253.0,0.4444444444444444
1715,11104,1688983273.0,0.4666666666666667
1715,3106,1688983299.0,0.4888888888888889
1715,10858,1688983330.0,0.5111111111111111
1715,11105,1688983345.0,0.5333333333333333
1715,3003,1688983426.0,0.5555555555555556
1715,11102,1688983448.0,0.5777777777777777
1715,8156,1688983453.0,0.6
1715,11103,1688983460.0,0.6222222222222222
1715,11100,1688983464.0,0.6444444444444445
1715,11106,1688983472.0,0.6666666666666666
1715,10543,1691600681.0,0.6888888888888889
1715,3003,1707922028.0,0.7111111111111111
1715,11102,1707922048.0,0.7333333333333333
1715,11100,1707922054.0,0.7555555555555555
1715,11106,1707922057.0,0.7777777777777778
1716,11108,1677072754.0,0.1
1716,11109,1677072760.0,0.2
1716,11110,1677072764.0,0.3
1716,11111,1677231856.0,0.4
1716,6352,1677231867.0,0.5
1716,10179,1678110920.0,0.6
1716,2820,1678801460.0,0.7
1717,10299,1673273567.0,0.016666666666666666
1717,7696,1673866444.0,0.03333333333333333
1717,2754,1673866448.0,0.05
1717,10297,1674569029.0,0.06666666666666667
1717,2097,1674569037.0,0.08333333333333333
1717,2457,1675347883.0,0.1
1717,8046,1676643458.0,0.11666666666666667
1717,423,1677496072.0,0.13333333333333333
1717,3991,1677496076.0,0.15
1717,241,1678716106.0,0.16666666666666666
1717,208,1679916343.0,0.18333333333333332
1717,5068,1679916349.0,0.2
1717,4826,1681737328.0,0.21666666666666667
1717,4483,1681737335.0,0.23333333333333334
1717,4821,1681737338.0,0.25
1717,3697,1682948481.0,0.26666666666666666
1717,7680,1682948485.0,0.2833333333333333
1717,6644,1683889737.0,0.3
1717,10297,1685453887.0,0.31666666666666665
1717,4821,1685453890.0,0.3333333333333333
1717,10302,1685453894.0,0.35
1717,9370,1685453897.0,0.36666666666666664
1717,423,1686654678.0,0.38333333333333336
1717,1452,1686654742.0,0.4
1717,3699,1687520405.0,0.4166666666666667
1717,818,1689248141.0,0.43333333333333335
1717,4213,1690379696.0,0.45
1717,8434,1690379703.0,0.4666666666666667
1717,6519,1690379707.0,0.48333333333333334
1717,7822,1691160246.0,0.5
1717,5038,1692787583.0,0.5166666666666667
1717,1973,1694428715.0,0.5333333333333333
1717,6026,1694428718.0,0.55
1717,595,1696244811.0,0.5666666666666667
1717,10304,1698146268.0,0.5833333333333334
1717,10306,1698146290.0,0.6
1717,1974,1698760029.0,0.6166666666666667
1717,7411,1698760032.0,0.6333333333333333
1717,9988,1699622021.0,0.65
1717,1579,1699622024.0,0.6666666666666666
1717,3992,1699622100.0,0.6833333333333333
1717,6596,1700567721.0,0.7
1717,9309,1701097004.0,0.7166666666666667
1717,6026,1701693366.0,0.7333333333333333
1717,1443,1702915741.0,0.75
1717,8432,1703679291.0,0.7666666666666667
1717,10307,1703679305.0,0.7833333333333333
1718,754,1674665876.0,0.07142857142857142
1718,4194,1679323918.0,0.14285714285714285
1718,1202,1681410500.0,0.21428571428571427
1718,1202,1681470451.0,0.2857142857142857
1718,4471,1685982215.0,0.35714285714285715
1718,142,1687605418.0,0.42857142857142855
1718,7505,1691072974.0,0.5
1718,1981,1702055601.0,0.5714285714285714
1718,735,1708532873.0,0.6428571428571429
1718,736,1708532877.0,0.7142857142857143
1718,1684,1711383465.0,0.7857142857142857
1719,1717,1674835002.0,0.3333333333333333
1719,1150,1681403594.0,0.6666666666666666
1720,4351,1676992657.0,0.041666666666666664
1720,7364,1676992661.0,0.08333333333333333
1720,3948,1676992665.0,0.125
1720,2277,1676995096.0,0.16666666666666666
1720,10331,1676995099.0,0.20833333333333334
1720,10331,1676995204.0,0.25
1720,2277,1676995207.0,0.2916666666666667
1720,2457,1677165288.0,0.3333333333333333
1720,7864,1677165292.0,0.375
1720,11113,1679043703.0,0.4166666666666667
1720,3891,1679043709.0,0.4583333333333333
1720,661,1679043719.0,0.5
1720,6490,1692868040.0,0.5416666666666666
1720,11114,1695637591.0,0.5833333333333334
1720,11114,1695637602.0,0.625
1720,3866,1696842219.0,0.6666666666666666
1720,7864,1701682135.0,0.7083333333333334
1720,3866,1706882257.0,0.75
1720,10929,1707744254.0,0.7916666666666666
1721,2848,1686929715.0,0.25
1721,7893,1686929747.0,0.5
1721,3997,1686929917.0,0.75
1722,9754,1678379582.0,0.058823529411764705
1722,6738,1678379594.0,0.11764705882352941
1722,1776,1678379603.0,0.17647058823529413
1722,11118,1678379718.0,0.23529411764705882
1722,11119,1678379724.0,0.29411764705882354
1722,1721,1678716671.0,0.35294117647058826
1722,3693,1678716678.0,0.4117647058823529
1722,8160,1680784804.0,0.47058823529411764
1722,7222,1680784817.0,0.5294117647058824
1722,7096,1684876035.0,0.5882352941176471
1722,1721,1684960912.0,0.6470588235294118
1722,11120,1685123752.0,0.7058823529411765
1722,2869,1685123774.0,0.7647058823529411
1723,11121,1696579557.0,0.25
1723,11121,1696579561.0,0.5
1723,11121,1696579595.0,0.75
1724,1367,1683047088.0,0.1111111111111111
1724,58,1683047093.0,0.2222222222222222
1724,8999,1683047100.0,0.3333333333333333
1724,8999,1684318999.0,0.4444444444444444
1724,8999,1684319018.0,0.5555555555555556
1724,11124,1704812409.0,0.6666666666666666
1724,11125,1704812428.0,0.7777777777777778
1725,9078,1692890374.0,0.25
1725,9078,1692890392.0,0.5
1725,11128,1692890414.0,0.75
1726,4018,1673959566.0,0.2
1726,9470,1673959581.0,0.4
1726,11129,1678809390.0,0.6
1727,2242,1672938880.0,0.1
1727,9563,1682964077.0,0.2
1727,6814,1682964089.0,0.3
1727,11038,1687885022.0,0.4
1727,5294,1687885063.0,0.5
1727,4222,1689252126.0,0.6
1727,4222,1692632630.0,0.7
1728,8820,1673886195.0,0.3333333333333333
1728,8820,1673886199.0,0.6666666666666666
1729,10661,1675973904.0,0.0625
1729,191,1680800143.0,0.125
1729,2785,1693859822.0,0.1875
1729,1075,1696364350.0,0.25
1729,8191,1697145501.0,0.3125
1729,10470,1698175212.0,0.375
1729,1305,1698948285.0,0.4375
1729,8191,1702322991.0,0.5
1729,3353,1705440528.0,0.5625
1729,2333,1705440571.0,0.625
1729,2336,1708983039.0,0.6875
1729,10649,1709587536.0,0.75
1730,11130,1672750069.0,0.043478260869565216
1730,11131,1672750103.0,0.08695652173913043
1730,10786,1672750120.0,0.13043478260869565
1730,11132,1672750130.0,0.17391304347826086
1730,11133,1672934028.0,0.21739130434782608
1730,2149,1673357922.0,0.2608695652173913
1730,11134,1673373050.0,0.30434782608695654
1730,11130,1678730201.0,0.34782608695652173
1730,2149,1678730211.0,0.391304347826087
1730,11135,1680267697.0,0.43478260869565216
1730,10961,1680279733.0,0.4782608695652174
1730,11136,1680279738.0,0.5217391304347826
1730,11137,1685110832.0,0.5652173913043478
1730,7852,1687263073.0,0.6086956521739131
1730,1190,1687263076.0,0.6521739130434783
1730,1243,1695752027.0,0.6956521739130435
1730,6879,1695752037.0,0.7391304347826086
1730,5544,1699621918.0,0.782608695652174
1731,11141,1674667783.0,0.045454545454545456
1731,2174,1674667786.0,0.09090909090909091
1731,11142,1675250889.0,0.13636363636363635
1731,2644,1676306613.0,0.18181818181818182
1731,2648,1676306617.0,0.22727272727272727
1731,575,1679337488.0,0.2727272727272727
1731,11143,1679655211.0,0.3181818181818182
1731,2644,1688634421.0,0.36363636363636365
1731,2648,1688634450.0,0.4090909090909091
1731,11143,1688634472.0,0.45454545454545453
1731,2174,1688634503.0,0.5
1731,11141,1688634509.0,0.5454545454545454
1731,2933,1689084679.0,0.5909090909090909
1731,4101,1689263221.0,0.6363636363636364
1731,11144,1690979799.0,0.6818181818181818
1731,11143,1698341326.0,0.7272727272727273
1731,10909,1699542426.0,0.7727272727272727
1732,11146,1682523796.0,0.25
1732,5010,1684948263.0,0.5
1732,7980,1685714705.0,0.75
1733,6304,1673539830.0,0.3333333333333333
1733,5218,1673539893.0,0.6666666666666666
1734,9712,1688468532.0,0.3333333333333333
1734,2045,1690189736.0,0.6666666666666666
1735,5466,1684949910.0,0.09090909090909091
1735,11148,1687952132.0,0.18181818181818182
1735,7361,1688393714.0,0.2727272727272727
1735,3292,1689258568.0,0.36363636363636365
1735,5580,1692630799.0,0.45454545454545453
1735,8623,1701700233.0,0.5454545454545454
1735,2575,1702652672.0,0.6363636363636364
1735,42,1702652685.0,0.7272727272727273
1736,2890,1709926540.0,0.09090909090909091
1736,4134,1709926627.0,0.18181818181818182
1736,6705,1709926630.0,0.2727272727272727
1736,9194,1709926632.0,0.36363636363636365
1736,2890,1709926713.0,0.45454545454545453
1736,1777,1724501969.0,0.5454545454545454
1736,4063,1724501983.0,0.6363636363636364
1736,1826,1724501994.0,0.7272727272727273
1737,1446,1710429260.0,0.14285714285714285
1737,1439,1711033689.0,0.2857142857142857
1737,5315,1713284478.0,0.42857142857142855
1737,5853,1715092240.0,0.5714285714285714
1737,1646,1716292275.0,0.7142857142857143
1738,11150,1672934318.0,0.25
1738,3124,1680193167.0,0.5
1738,4978,1718300021.0,0.75
1739,11114,1680100696.0,0.3333333333333333
1739,11114,1683195056.0,0.6666666666666666
1740,903,1672823070.0,0.05263157894736842
1740,8012,1673861350.0,0.10526315789473684
1740,5498,1674560464.0,0.15789473684210525
1740,5498,1674640680.0,0.21052631578947367
1740,3588,1675675235.0,0.2631578947368421
1740,4673,1678266446.0,0.3157894736842105
1740,3246,1680251926.0,0.3684210526315789
1740,10781,1683280920.0,0.42105263157894735
1740,5010,1689008785.0,0.47368421052631576
1740,11154,1693213030.0,0.5263157894736842
1740,5934,1693989454.0,0.5789473684210527
1740,3242,1695399553.0,0.631578947368421
1740,705,1696595868.0,0.6842105263157895
1740,1682,1702976043.0,0.7368421052631579
1740,238,1705940407.0,0.7894736842105263
1741,2,1718293181.0,0.2
1741,11157,1718293199.0,0.4
1741,5746,1723204610.0,0.6
1742,7830,1675167987.0,0.015625
1742,6910,1675168069.0,0.03125
1742,2067,1676466043.0,0.046875
1742,4180,1676466048.0,0.0625
1742,5683,1678884916.0,0.078125
1742,4081,1678884927.0,0.09375
1742,10579,1678885027.0,0.109375
1742,481,1678885031.0,0.125
1742,4335,1678885044.0,0.140625
1742,781,1681397121.0,0.15625
1742,9875,1681397359.0,0.171875
1742,169,1681397363.0,0.1875
1742,4210,1683212665.0,0.203125
1742,6469,1683212675.0,0.21875
1742,11158,1683212680.0,0.234375
1742,6910,1683212687.0,0.25
1742,7900,1684237872.0,0.265625
1742,4765,1684238231.0,0.28125
1742,7820,1684242087.0,0.296875
1742,5452,1684242208.0,0.3125
1742,2752,1684242377.0,0.328125
1742,2457,1687178338.0,0.34375
1742,10055,1687181041.0,0.359375
1742,11159,1689254844.0,0.375
1742,9897,1689254876.0,0.390625
1742,3179,1689254879.0,0.40625
1742,3284,1693317590.0,0.421875
1742,481,1693317594.0,0.4375
1742,6046,1693317601.0,0.453125
1742,3186,1693317606.0,0.46875
1742,1385,1693317614.0,0.484375
1742,11160,1701181737.0,0.5
1742,770,1701181746.0,0.515625
1742,8856,1701181850.0,0.53125
1742,5683,1701181874.0,0.546875
1742,10453,1702992382.0,0.5625
1742,423,1702992636.0,0.578125
1742,6696,1702992892.0,0.59375
1742,453,1702992897.0,0.609375
1742,7482,1704987399.0,0.625
1742,2462,1704987647.0,0.640625
1742,6959,1704987661.0,0.65625
1742,1756,1708692657.0,0.671875
1742,1648,1708692667.0,0.6875
1742,3195,1708692735.0,0.703125
1742,894,1709824959.0,0.71875
1742,7570,1709827194.0,0.734375
1742,466,1711032789.0,0.75
1742,4857,1711032923.0,0.765625
1742,169,1711032933.0,0.78125
1742,6753,1711032940.0,0.796875
1743,8638,1673875038.0,0.041666666666666664
1743,11163,1673875054.0,0.08333333333333333
1743,8638,1673875057.0,0.125
1743,8638,1683551357.0,0.16666666666666666
1743,8638,1683551362.0,0.20833333333333334
1743,5557,1686925469.0,0.25
1743,11164,1686925475.0,0.2916666666666667
1743,11165,1688474574.0,0.3333333333333333
1743,4661,1695719300.0,0.375
1743,9012,1695719305.0,0.4166666666666667
1743,11166,1695719306.0,0.4583333333333333
1743,11166,1695719311.0,0.5
1743,6792,1701351683.0,0.5416666666666666
1743,4647,1701351693.0,0.5833333333333334
1743,6794,1702487997.0,0.625
1743,6794,1702488009.0,0.6666666666666666
1743,9012,1705322687.0,0.7083333333333334
1743,11166,1705408593.0,0.75
1743,9350,1707137202.0,0.7916666666666666
1744,921,1672768897.0,0.005714285714285714
1744,5733,1672768903.0,0.011428571428571429
1744,1763,1672768913.0,0.017142857142857144
1744,5907,1673978531.0,0.022857142857142857
1744,3341,1673978536.0,0.02857142857142857
1744,1022,1673978565.0,0.03428571428571429
1744,5590,1673978571.0,0.04
1744,4829,1673978583.0,0.045714285714285714
1744,6976,1673978614.0,0.05142857142857143
1744,741,1673978617.0,0.05714285714285714
1744,4126,1674584256.0,0.06285714285714286
1744,6055,1674584260.0,0.06857142857142857
1744,873,1674584276.0,0.07428571428571429
1744,4021,1675260908.0,0.08
1744,5144,1675260917.0,0.08571428571428572
1744,11167,1675260922.0,0.09142857142857143
1744,8066,1675260957.0,0.09714285714285714
1744,1394,1675260966.0,0.10285714285714286
1744,1803,1675260980.0,0.10857142857142857
1744,3341,1677085716.0,0.11428571428571428
1744,1401,1677086023.0,0.12
1744,5681,1677086028.0,0.12571428571428572
1744,4198,1677086074.0,0.13142857142857142
1744,849,1677086078.0,0.13714285714285715
1744,2044,1677086102.0,0.14285714285714285
1744,8257,1678125500.0,0.14857142857142858
1744,1406,1678125506.0,0.15428571428571428
1744,2098,1678125519.0,0.16
1744,3980,1678125630.0,0.1657142857142857
1744,5952,1678125636.0,0.17142857142857143
1744,4222,1678125641.0,0.17714285714285713
1744,9061,1679332648.0,0.18285714285714286
1744,3917,1679332679.0,0.18857142857142858
1744,2460,1679332697.0,0.19428571428571428
1744,5724,1679332751.0,0.2
1744,4827,1679332873.0,0.2057142857142857
1744,8692,1681322044.0,0.21142857142857144
1744,6859,1681322048.0,0.21714285714285714
1744,8743,1681322053.0,0.22285714285714286
1744,8765,1681322056.0,0.22857142857142856
1744,10218,1681322064.0,0.2342857142857143
1744,9937,1681322074.0,0.24
1744,4767,1681322077.0,0.24571428571428572
1744,7414,1681322143.0,0.25142857142857145
1744,1756,1681322151.0,0.2571428571428571
1744,4021,1683050419.0,0.26285714285714284
1744,1417,1683050427.0,0.26857142857142857
1744,11043,1683050431.0,0.2742857142857143
1744,3918,1683050444.0,0.28
1744,3297,1683050448.0,0.2857142857142857
1744,3791,1683050470.0,0.2914285714285714
1744,5922,1683050502.0,0.29714285714285715
1744,799,1683050517.0,0.3028571428571429
1744,435,1683050525.0,0.30857142857142855
1744,4703,1683050533.0,0.3142857142857143
1744,2937,1685628381.0,0.32
1744,9247,1685628392.0,0.32571428571428573
1744,6959,1685628446.0,0.3314285714285714
1744,9607,1685628452.0,0.33714285714285713
1744,3250,1685628463.0,0.34285714285714286
1744,8763,1685628488.0,0.3485714285714286
1744,449,1685628492.0,0.35428571428571426
1744,5817,1685628516.0,0.36
1744,11155,1685628524.0,0.3657142857142857
1744,9977,1685628529.0,0.37142857142857144
1744,8799,1685628534.0,0.37714285714285717
1744,5724,1685628537.0,0.38285714285714284
1744,4126,1685628542.0,0.38857142857142857
1744,5461,1686737661.0,0.3942857142857143
1744,8339,1686737677.0,0.4
1744,8223,1686737681.0,0.4057142857142857
1744,6695,1686737685.0,0.4114285714285714
1744,5144,1686737696.0,0.41714285714285715
1744,5465,1686737701.0,0.4228571428571429
1744,971,1686737713.0,0.42857142857142855
1744,1685,1686737719.0,0.4342857142857143
1744,5274,1686737729.0,0.44
1744,3730,1687857535.0,0.44571428571428573
1744,2688,1687857550.0,0.4514285714285714
1744,698,1687857562.0,0.45714285714285713
1744,7929,1687857566.0,0.46285714285714286
1744,804,1687857571.0,0.4685714285714286
1744,1410,1687857575.0,0.4742857142857143
1744,10588,1687857586.0,0.48
1744,2228,1687857599.0,0.4857142857142857
1744,455,1687857605.0,0.49142857142857144
1744,7488,1687857611.0,0.49714285714285716
1744,11168,1687857615.0,0.5028571428571429
1744,10043,1687857623.0,0.5085714285714286
1744,2239,1687857631.0,0.5142857142857142
1744,11169,1687857642.0,0.52
1744,4831,1693331574.0,0.5257142857142857
1744,6565,1693331578.0,0.5314285714285715
1744,8280,1693331582.0,0.5371428571428571
1744,4021,1693331586.0,0.5428571428571428
1744,10515,1693331602.0,0.5485714285714286
1744,7867,1693331610.0,0.5542857142857143
1744,227,1693331651.0,0.56
1744,8764,1693331679.0,0.5657142857142857
1744,358,1693331693.0,0.5714285714285714
1744,9008,1693331726.0,0.5771428571428572
1744,2347,1693331731.0,0.5828571428571429
1744,8767,1694540262.0,0.5885714285714285
1744,350,1694540266.0,0.5942857142857143
1744,7565,1694540271.0,0.6
1744,485,1694540279.0,0.6057142857142858
1744,803,1694540317.0,0.6114285714285714
1744,3255,1694540326.0,0.6171428571428571
1744,1213,1694540330.0,0.6228571428571429
1744,4769,1694540334.0,0.6285714285714286
1744,10176,1694540338.0,0.6342857142857142
1744,7271,1694540373.0,0.64
1744,2342,1694540376.0,0.6457142857142857
1744,2791,1694540382.0,0.6514285714285715
1744,2165,1695146424.0,0.6571428571428571
1744,8936,1695146447.0,0.6628571428571428
1744,11170,1695751283.0,0.6685714285714286
1744,804,1695751288.0,0.6742857142857143
1744,1648,1695751292.0,0.68
1744,787,1695751310.0,0.6857142857142857
1744,6798,1695751345.0,0.6914285714285714
1744,469,1695751359.0,0.6971428571428572
1744,9033,1695751420.0,0.7028571428571428
1744,11171,1695751495.0,0.7085714285714285
1744,10594,1696959664.0,0.7142857142857143
1744,7867,1696959680.0,0.72
1744,4323,1696959692.0,0.7257142857142858
1744,10437,1696959713.0,0.7314285714285714
1744,797,1696959717.0,0.7371428571428571
1744,4768,1696959721.0,0.7428571428571429
1744,8522,1698859367.0,0.7485714285714286
1744,5769,1698859378.0,0.7542857142857143
1744,11049,1698859416.0,0.76
1744,3189,1698859424.0,0.7657142857142857
1744,4231,1698859429.0,0.7714285714285715
1744,476,1698859434.0,0.7771428571428571
1744,3495,1698859438.0,0.7828571428571428
1744,10742,1698859441.0,0.7885714285714286
1744,6029,1699984454.0,0.7942857142857143
1745,5000,1675075818.0,0.06666666666666667
1745,4772,1675075865.0,0.13333333333333333
1745,2043,1675075893.0,0.2
1745,5148,1678191723.0,0.26666666666666666
1745,715,1685455472.0,0.3333333333333333
1745,2043,1685455577.0,0.4
1745,10841,1692121061.0,0.4666666666666667
1745,2043,1693929396.0,0.5333333333333333
1745,10510,1697472869.0,0.6
1745,2825,1699984841.0,0.6666666666666666
1745,2825,1700843285.0,0.7333333333333333
1746,4378,1692197141.0,0.3333333333333333
1746,6521,1694082825.0,0.6666666666666666
1747,2285,1678705685.0,0.3333333333333333
1747,5098,1699542883.0,0.6666666666666666
1748,11178,1675425883.0,0.045454545454545456
1748,11178,1675425887.0,0.09090909090909091
1748,11179,1675425901.0,0.13636363636363635
1748,11179,1675425905.0,0.18181818181818182
1748,11180,1675425964.0,0.22727272727272727
1748,11180,1675425967.0,0.2727272727272727
1748,11180,1675425970.0,0.3181818181818182
1748,11179,1688548288.0,0.36363636363636365
1748,11178,1688548291.0,0.4090909090909091
1748,11180,1688548315.0,0.45454545454545453
1748,11179,1688548330.0,0.5
1748,11178,1688548336.0,0.5454545454545454
1748,11180,1688548340.0,0.5909090909090909
1748,11180,1688548344.0,0.6363636363636364
1748,11178,1705663537.0,0.6818181818181818
1748,11179,1705663543.0,0.7272727272727273
1748,11179,1705663546.0,0.7727272727272727
1749,10114,1674233245.0,0.045454545454545456
1749,913,1674233253.0,0.09090909090909091
1749,11181,1682074553.0,0.13636363636363635
1749,11181,1682074559.0,0.18181818181818182
1749,11182,1682074595.0,0.22727272727272727
1749,11183,1684314432.0,0.2727272727272727
1749,11181,1684841464.0,0.3181818181818182
1749,2689,1685539221.0,0.36363636363636365
1749,11181,1687180571.0,0.4090909090909091
1749,11182,1687180585.0,0.45454545454545453
1749,913,1687446375.0,0.5
1749,10114,1687798916.0,0.5454545454545454
1749,11181,1688658873.0,0.5909090909090909
1749,11182,1688658878.0,0.6363636363636364
1749,11183,1688658886.0,0.6818181818181818
1749,11181,1692973826.0,0.7272727272727273
1749,2399,1697189995.0,0.7727272727272727
1750,5080,1683725981.0,0.125
1750,6702,1683725985.0,0.25
1750,10607,1686144373.0,0.375
1750,10641,1703069737.0,0.5
1750,5573,1705486888.0,0.625
1750,5623,1707301621.0,0.75
1751,1367,1672769208.0,0.021739130434782608
1751,1367,1672769216.0,0.043478260869565216
1751,1367,1672769223.0,0.06521739130434782
1751,2504,1672769235.0,0.08695652173913043
1751,3055,1673887079.0,0.10869565217391304
1751,3055,1673887084.0,0.13043478260869565
1751,3055,1673887087.0,0.15217391304347827
1751,3055,1673887090.0,0.17391304347826086
1751,8999,1673887093.0,0.1956521739130435
1751,8999,1673887096.0,0.21739130434782608
1751,8999,1673887099.0,0.2391304347826087
1751,7113,1673887102.0,0.2608695652173913
1751,7113,1673887106.0,0.2826086956521739
1751,7113,1673887109.0,0.30434782608695654
1751,7113,1673887112.0,0.32608695652173914
1751,7113,1673887115.0,0.34782608695652173
1751,45,1675775412.0,0.3695652173913043
1751,11184,1675775417.0,0.391304347826087
